DETALLE DE HORARIOS SEMANA 18-23 MAY 2026;;;;;;;;
Laboratorio;Aforo;Fecha;Dia;Hora Inicio;Hora Fin;Estado;Cap. Total;Cap. Ocupada
A1-2;30;22/05/2026;Viernes;13:50;15:30;Disponible;30;0
A1-2;30;22/05/2026;Viernes;15:30;17:10;Disponible;30;0
A1-2;30;22/05/2026;Viernes;17:10;18:50;Bloqueado;30;30
A1-2;30;22/05/2026;Viernes;18:50;20:30;Bloqueado;30;30
A1-2;30;22/05/2026;Viernes;20:30;22:10;Bloqueado;30;30
A1-2;30;23/05/2026;Sabado;08:00;09:40;Bloqueado;30;30
A1-2;30;23/05/2026;Sabado;09:40;11:20;Bloqueado;30;30
A1-2;30;23/05/2026;Sabado;11:20;13:00;Disponible;30;0
A1-2;30;23/05/2026;Sabado;13:00;13:50;Bloqueado;30;30
A1-2;30;23/05/2026;Sabado;13:50;15:30;Bloqueado;30;30
A1-2;30;23/05/2026;Sabado;15:30;17:10;Bloqueado;30;30
A1-2;30;23/05/2026;Sabado;17:10;18:50;Disponible;30;0
A1-2;30;23/05/2026;Sabado;18:50;20:30;Disponible;30;0
A1-2;30;23/05/2026;Sabado;20:30;22:10;Disponible;30;0
C3-3;20;18/05/2026;Lunes;08:00;09:40;Bloqueado;20;20
C3-3;20;18/05/2026;Lunes;09:40;11:20;Bloqueado;20;20
C3-3;20;18/05/2026;Lunes;11:20;13:00;Bloqueado;20;20
C3-3;20;18/05/2026;Lunes;13:00;13:50;Bloqueado;20;20
C3-3;20;18/05/2026;Lunes;13:50;15:30;Disponible;20;0
C3-3;20;18/05/2026;Lunes;15:30;17:10;Disponible;20;0
C3-3;20;18/05/2026;Lunes;17:10;18:50;Bloqueado;20;20
C3-3;20;18/05/2026;Lunes;18:50;20:30;Bloqueado;20;20
C3-3;20;18/05/2026;Lunes;20:30;22:10;Bloqueado;20;20
C3-3;20;19/05/2026;Martes;08:00;09:40;Disponible;20;0
C3-3;20;19/05/2026;Martes;09:40;11:20;Disponible;20;0
C3-3;20;19/05/2026;Martes;11:20;13:00;Disponible;20;0
C3-3;20;19/05/2026;Martes;13:00;13:50;Bloqueado;20;20
C3-3;20;19/05/2026;Martes;13:50;15:30;Bloqueado;20;20
C3-3;20;19/05/2026;Martes;15:30;17:10;Bloqueado;20;20
C3-3;20;19/05/2026;Martes;17:10;18:50;Disponible;20;0
C3-3;20;19/05/2026;Martes;18:50;20:30;Disponible;20;0
C3-3;20;19/05/2026;Martes;20:30;22:10;Disponible;20;0
C3-3;20;20/05/2026;Miercoles;08:00;09:40;Disponible;20;0
C3-3;20;20/05/2026;Miercoles;09:40;11:20;Disponible;20;0
C3-3;20;20/05/2026;Miercoles;11:20;13:00;Disponible;20;0
C3-3;20;20/05/2026;Miercoles;13:00;13:50;Bloqueado;20;20
C3-3;20;20/05/2026;Miercoles;13:50;15:30;Disponible;20;0
C3-3;20;20/05/2026;Miercoles;15:30;17:10;Disponible;20;0
C3-3;20;20/05/2026;Miercoles;17:10;18:50;Disponible;20;0
C3-3;20;20/05/2026;Miercoles;18:50;20:30;Disponible;20;0
C3-3;20;20/05/2026;Miercoles;20:30;22:10;Disponible;20;0
C3-3;20;21/05/2026;Jueves;08:00;09:40;Disponible;20;0
C3-3;20;21/05/2026;Jueves;09:40;11:20;Disponible;20;0
C3-3;20;21/05/2026;Jueves;11:20;13:00;Disponible;20;0
C3-3;20;21/05/2026;Jueves;13:00;13:50;Bloqueado;20;20
C3-3;20;21/05/2026;Jueves;13:50;15:30;Bloqueado;20;20
C3-3;20;21/05/2026;Jueves;15:30;17:10;Bloqueado;20;20
C3-3;20;21/05/2026;Jueves;17:10;18:50;Bloqueado;20;20
C3-3;20;21/05/2026;Jueves;18:50;20:30;Bloqueado;20;20
C3-3;20;21/05/2026;Jueves;20:30;22:10;Bloqueado;20;20
C3-3;20;22/05/2026;Viernes;08:00;09:40;Disponible;20;0
C3-3;20;22/05/2026;Viernes;09:40;11:20;Disponible;20;0
C3-3;20;22/05/2026;Viernes;11:20;13:00;Disponible;20;0
C3-3;20;22/05/2026;Viernes;13:00;13:50;Bloqueado;20;20
C3-3;20;22/05/2026;Viernes;13:50;15:30;Bloqueado;20;20
C3-3;20;22/05/2026;Viernes;15:30;17:10;Bloqueado;20;20
C3-3;20;22/05/2026;Viernes;17:10;18:50;Bloqueado;20;20
C3-3;20;22/05/2026;Viernes;18:50;20:30;Bloqueado;20;20
C3-3;20;22/05/2026;Viernes;20:30;22:10;Bloqueado;20;20
C3-3;20;23/05/2026;Sabado;08:00;09:40;Disponible;20;0
C3-3;20;23/05/2026;Sabado;09:40;11:20;Disponible;20;0
C3-3;20;23/05/2026;Sabado;11:20;13:00;Bloqueado;20;20
C3-3;20;23/05/2026;Sabado;13:00;13:50;Bloqueado;20;20
C3-3;20;23/05/2026;Sabado;13:50;15:30;Disponible;20;0
C3-3;20;23/05/2026;Sabado;15:30;17:10;Disponible;20;0
C3-3;20;23/05/2026;Sabado;17:10;18:50;Bloqueado;20;20
C3-3;20;23/05/2026;Sabado;18:50;20:30;Bloqueado;20;20
C3-3;20;23/05/2026;Sabado;20:30;22:10;Bloqueado;20;20
B3-9;30;18/05/2026;Lunes;08:00;09:40;Bloqueado;30;30
B3-9;30;18/05/2026;Lunes;09:40;11:20;Bloqueado;30;30
B3-9;30;18/05/2026;Lunes;11:20;13:00;Bloqueado;30;30
B3-9;30;18/05/2026;Lunes;13:00;13:50;Bloqueado;30;30
B3-9;30;18/05/2026;Lunes;13:50;15:30;Disponible;30;0
B3-9;30;18/05/2026;Lunes;15:30;17:10;Disponible;30;0
B3-9;30;18/05/2026;Lunes;17:10;18:50;Bloqueado;30;30
B3-9;30;18/05/2026;Lunes;18:50;20:30;Bloqueado;30;30
B3-9;30;18/05/2026;Lunes;20:30;22:10;Bloqueado;30;30
B3-9;30;19/05/2026;Martes;08:00;09:40;Bloqueado;30;30
B3-9;30;19/05/2026;Martes;09:40;11:20;Bloqueado;30;30
B3-9;30;19/05/2026;Martes;11:20;13:00;Bloqueado;30;30
B3-9;30;19/05/2026;Martes;13:00;13:50;Bloqueado;30;30
B3-9;30;19/05/2026;Martes;13:50;15:30;Bloqueado;30;30
B3-9;30;19/05/2026;Martes;15:30;17:10;Bloqueado;30;30
B3-9;30;19/05/2026;Martes;17:10;18:50;Bloqueado;30;30
B3-9;30;19/05/2026;Martes;18:50;20:30;Disponible;30;0
B3-9;30;19/05/2026;Martes;20:30;22:10;Disponible;30;0
B3-9;30;20/05/2026;Miercoles;08:00;09:40;Bloqueado;30;30
B3-9;30;20/05/2026;Miercoles;09:40;11:20;Bloqueado;30;30
B3-9;30;20/05/2026;Miercoles;11:20;13:00;Disponible;30;0
B3-9;30;20/05/2026;Miercoles;13:00;13:50;Bloqueado;30;30
B3-9;30;20/05/2026;Miercoles;13:50;15:30;Bloqueado;30;30
B3-9;30;20/05/2026;Miercoles;15:30;17:10;Bloqueado;30;30
B3-9;30;20/05/2026;Miercoles;17:10;18:50;Bloqueado;30;30
B3-9;30;20/05/2026;Miercoles;18:50;20:30;Bloqueado;30;30
B3-9;30;20/05/2026;Miercoles;20:30;22:10;Bloqueado;30;30
B3-9;30;21/05/2026;Jueves;08:00;09:40;Bloqueado;30;30
B3-9;30;21/05/2026;Jueves;09:40;11:20;Bloqueado;30;30
B3-9;30;21/05/2026;Jueves;11:20;13:00;Bloqueado;30;30
B3-9;30;21/05/2026;Jueves;13:00;13:50;Bloqueado;30;30
B3-9;30;21/05/2026;Jueves;13:50;15:30;Bloqueado;30;30
B3-9;30;21/05/2026;Jueves;15:30;17:10;Bloqueado;30;30
B3-9;30;21/05/2026;Jueves;17:10;18:50;Bloqueado;30;30
B3-9;30;21/05/2026;Jueves;18:50;20:30;Bloqueado;30;30
B3-9;30;21/05/2026;Jueves;20:30;22:10;Disponible;30;0
B3-9;30;22/05/2026;Viernes;08:00;09:40;Bloqueado;30;30
B3-9;30;22/05/2026;Viernes;09:40;11:20;Bloqueado;30;30
B3-9;30;22/05/2026;Viernes;11:20;13:00;Bloqueado;30;30
B3-9;30;22/05/2026;Viernes;13:00;13:50;Bloqueado;30;30
B3-9;30;22/05/2026;Viernes;13:50;15:30;Bloqueado;30;30
B3-9;30;22/05/2026;Viernes;15:30;17:10;Bloqueado;30;30
B3-9;30;22/05/2026;Viernes;17:10;18:50;Bloqueado;30;30
B3-9;30;22/05/2026;Viernes;18:50;20:30;Bloqueado;30;30
B3-9;30;22/05/2026;Viernes;20:30;22:10;Bloqueado;30;30
B3-9;30;23/05/2026;Sabado;08:00;09:40;Disponible;30;0
B3-9;30;23/05/2026;Sabado;09:40;11:20;Disponible;30;0
B3-9;30;23/05/2026;Sabado;11:20;13:00;Disponible;30;0
B3-9;30;23/05/2026;Sabado;13:00;13:50;Bloqueado;30;30
B3-9;30;23/05/2026;Sabado;13:50;15:30;Bloqueado;30;30
B3-9;30;23/05/2026;Sabado;15:30;17:10;Bloqueado;30;30
B3-9;30;23/05/2026;Sabado;17:10;18:50;Bloqueado;30;30
B3-9;30;23/05/2026;Sabado;18:50;20:30;Bloqueado;30;30
B3-9;30;23/05/2026;Sabado;20:30;22:10;Bloqueado;30;30
ELE-AD;25;18/05/2026;Lunes;08:00;09:40;Disponible;25;0
ELE-AD;25;18/05/2026;Lunes;09:40;11:20;Bloqueado;25;25
ELE-AD;25;18/05/2026;Lunes;11:20;13:00;Bloqueado;25;25
ELE-AD;25;18/05/2026;Lunes;13:00;13:50;Bloqueado;25;25
ELE-AD;25;18/05/2026;Lunes;13:50;15:30;Bloqueado;25;25
ELE-AD;25;18/05/2026;Lunes;15:30;17:10;Bloqueado;25;25
ELE-AD;25;18/05/2026;Lunes;17:10;18:50;Bloqueado;25;25
ELE-AD;25;18/05/2026;Lunes;18:50;20:30;Bloqueado;25;25
ELE-AD;25;18/05/2026;Lunes;20:30;22:10;Disponible;25;0
ELE-AD;25;19/05/2026;Martes;08:00;09:40;Disponible;25;0
ELE-AD;25;19/05/2026;Martes;09:40;11:20;Bloqueado;25;25
ELE-AD;25;19/05/2026;Martes;11:20;13:00;Bloqueado;25;25
ELE-AD;25;19/05/2026;Martes;13:00;13:50;Bloqueado;25;25
ELE-AD;25;19/05/2026;Martes;13:50;15:30;Bloqueado;25;25
ELE-AD;25;19/05/2026;Martes;15:30;17:10;Disponible;25;0
ELE-AD;25;19/05/2026;Martes;17:10;18:50;Disponible;25;0
ELE-AD;25;19/05/2026;Martes;18:50;20:30;Bloqueado;25;25
ELE-AD;25;19/05/2026;Martes;20:30;22:10;Bloqueado;25;25
ELE-AD;25;20/05/2026;Miercoles;08:00;09:40;Disponible;25;0
ELE-AD;25;20/05/2026;Miercoles;09:40;11:20;Bloqueado;25;25
ELE-AD;25;20/05/2026;Miercoles;11:20;13:00;Disponible;25;0
ELE-AD;25;20/05/2026;Miercoles;13:00;13:50;Bloqueado;25;25
ELE-AD;25;20/05/2026;Miercoles;13:50;15:30;Disponible;25;0
ELE-AD;25;20/05/2026;Miercoles;15:30;17:10;Bloqueado;25;25
ELE-AD;25;20/05/2026;Miercoles;17:10;18:50;Bloqueado;25;25
ELE-AD;25;20/05/2026;Miercoles;18:50;20:30;Bloqueado;25;25
ELE-AD;25;20/05/2026;Miercoles;20:30;22:10;Disponible;25;0
ELE-AD;25;21/05/2026;Jueves;08:00;09:40;Disponible;25;0
ELE-AD;25;21/05/2026;Jueves;09:40;11:20;Bloqueado;25;25
ELE-AD;25;21/05/2026;Jueves;11:20;13:00;Bloqueado;25;25
ELE-AD;25;21/05/2026;Jueves;13:00;13:50;Bloqueado;25;25
ELE-AD;25;21/05/2026;Jueves;13:50;15:30;Disponible;25;0
ELE-AD;25;21/05/2026;Jueves;15:30;17:10;Bloqueado;25;25
ELE-AD;25;21/05/2026;Jueves;17:10;18:50;Bloqueado;25;25
ELE-AD;25;21/05/2026;Jueves;18:50;20:30;Bloqueado;25;25
ELE-AD;25;21/05/2026;Jueves;20:30;22:10;Disponible;25;0
ELE-AD;25;22/05/2026;Viernes;08:00;09:40;Disponible;25;0
ELE-AD;25;22/05/2026;Viernes;09:40;11:20;Bloqueado;25;25
ELE-AD;25;22/05/2026;Viernes;11:20;13:00;Bloqueado;25;25
ELE-AD;25;22/05/2026;Viernes;13:00;13:50;Bloqueado;25;25
ELE-AD;25;22/05/2026;Viernes;13:50;15:30;Disponible;25;0
ELE-AD;25;22/05/2026;Viernes;15:30;17:10;Disponible;25;0
ELE-AD;25;22/05/2026;Viernes;17:10;18:50;Disponible;25;0
ELE-AD;25;22/05/2026;Viernes;18:50;20:30;Bloqueado;25;25
ELE-AD;25;22/05/2026;Viernes;20:30;22:10;Disponible;25;0
ELE-AD;25;23/05/2026;Sabado;08:00;09:40;Disponible;25;0
ELE-AD;25;23/05/2026;Sabado;09:40;11:20;Disponible;25;0
ELE-AD;25;23/05/2026;Sabado;11:20;13:00;Disponible;25;0
ELE-AD;25;23/05/2026;Sabado;13:00;13:50;Bloqueado;25;25
ELE-AD;25;23/05/2026;Sabado;13:50;15:30;Disponible;25;0
ELE-AD;25;23/05/2026;Sabado;15:30;17:10;Disponible;25;0
ELE-AD;25;23/05/2026;Sabado;17:10;18:50;Disponible;25;0
ELE-AD;25;23/05/2026;Sabado;18:50;20:30;Disponible;25;0
ELE-AD;25;23/05/2026;Sabado;20:30;22:10;Disponible;25;0
ELE-CA;20;18/05/2026;Lunes;08:00;09:40;Disponible;20;0
ELE-CA;20;18/05/2026;Lunes;09:40;11:20;Bloqueado;20;20
ELE-CA;20;18/05/2026;Lunes;11:20;13:00;Bloqueado;20;20
ELE-CA;20;18/05/2026;Lunes;13:00;13:50;Bloqueado;20;20
ELE-CA;20;18/05/2026;Lunes;13:50;15:30;Disponible;20;0
ELE-CA;20;18/05/2026;Lunes;15:30;17:10;Bloqueado;20;20
ELE-CA;20;18/05/2026;Lunes;17:10;18:50;Bloqueado;20;20
ELE-CA;20;18/05/2026;Lunes;18:50;20:30;Bloqueado;20;20
ELE-CA;20;18/05/2026;Lunes;20:30;22:10;Bloqueado;20;20
ELE-CA;20;19/05/2026;Martes;08:00;09:40;Disponible;20;0
ELE-CA;20;19/05/2026;Martes;09:40;11:20;Bloqueado;20;20
ELE-CA;20;19/05/2026;Martes;11:20;13:00;Bloqueado;20;20
ELE-CA;20;19/05/2026;Martes;13:00;13:50;Bloqueado;20;20
ELE-CA;20;19/05/2026;Martes;13:50;15:30;Disponible;20;0
ELE-CA;20;19/05/2026;Martes;15:30;17:10;Disponible;20;0
ELE-CA;20;19/05/2026;Martes;17:10;18:50;Disponible;20;0
ELE-CA;20;19/05/2026;Martes;18:50;20:30;Bloqueado;20;20
ELE-CA;20;19/05/2026;Martes;20:30;22:10;Disponible;20;0
ELE-CA;20;20/05/2026;Miercoles;08:00;09:40;Disponible;20;0
ELE-CA;20;20/05/2026;Miercoles;09:40;11:20;Disponible;20;0
ELE-CA;20;20/05/2026;Miercoles;11:20;13:00;Disponible;20;0
ELE-CA;20;20/05/2026;Miercoles;13:00;13:50;Bloqueado;20;20
ELE-CA;20;20/05/2026;Miercoles;13:50;15:30;Disponible;20;0
ELE-CA;20;20/05/2026;Miercoles;15:30;17:10;Bloqueado;20;20
ELE-CA;20;20/05/2026;Miercoles;17:10;18:50;Disponible;20;0
ELE-CA;20;20/05/2026;Miercoles;18:50;20:30;Bloqueado;20;20
ELE-CA;20;20/05/2026;Miercoles;20:30;22:10;Disponible;20;0
ELE-CA;20;21/05/2026;Jueves;08:00;09:40;Disponible;20;0
ELE-CA;20;21/05/2026;Jueves;09:40;11:20;Disponible;20;0
ELE-CA;20;21/05/2026;Jueves;11:20;13:00;Disponible;20;0
ELE-CA;20;21/05/2026;Jueves;13:00;13:50;Bloqueado;20;20
ELE-CA;20;21/05/2026;Jueves;13:50;15:30;Disponible;20;0
ELE-CA;20;21/05/2026;Jueves;15:30;17:10;Bloqueado;20;20
ELE-CA;20;21/05/2026;Jueves;17:10;18:50;Disponible;20;0
ELE-CA;20;21/05/2026;Jueves;18:50;20:30;Bloqueado;20;20
ELE-CA;20;21/05/2026;Jueves;20:30;22:10;Bloqueado;20;20
ELE-CA;20;22/05/2026;Viernes;08:00;09:40;Disponible;20;0
ELE-CA;20;22/05/2026;Viernes;09:40;11:20;Disponible;20;0
ELE-CA;20;22/05/2026;Viernes;11:20;13:00;Disponible;20;0
ELE-CA;20;22/05/2026;Viernes;13:00;13:50;Bloqueado;20;20
ELE-CA;20;22/05/2026;Viernes;13:50;15:30;Bloqueado;20;20
ELE-CA;20;22/05/2026;Viernes;15:30;17:10;Bloqueado;20;20
ELE-CA;20;22/05/2026;Viernes;17:10;18:50;Disponible;20;0
ELE-CA;20;22/05/2026;Viernes;18:50;20:30;Bloqueado;20;20
ELE-CA;20;22/05/2026;Viernes;20:30;22:10;Disponible;20;0
ELE-CA;20;23/05/2026;Sabado;08:00;09:40;Disponible;20;0
ELE-CA;20;23/05/2026;Sabado;09:40;11:20;Disponible;20;0
ELE-CA;20;23/05/2026;Sabado;11:20;13:00;Disponible;20;0
ELE-CA;20;23/05/2026;Sabado;13:00;13:50;Bloqueado;20;20
ELE-CA;20;23/05/2026;Sabado;13:50;15:30;Disponible;20;0
ELE-CA;20;23/05/2026;Sabado;15:30;17:10;Disponible;20;0
ELE-CA;20;23/05/2026;Sabado;17:10;18:50;Disponible;20;0
ELE-CA;20;23/05/2026;Sabado;18:50;20:30;Disponible;20;0
ELE-CA;20;23/05/2026;Sabado;20:30;22:10;Disponible;20;0
B2-4;30;18/05/2026;Lunes;08:00;09:40;Bloqueado;30;30
B2-4;30;18/05/2026;Lunes;09:40;11:20;Bloqueado;30;30
B2-4;30;18/05/2026;Lunes;11:20;13:00;Bloqueado;30;30
B2-4;30;18/05/2026;Lunes;13:00;13:50;Bloqueado;30;30
B2-4;30;18/05/2026;Lunes;13:50;15:30;Bloqueado;30;30
B2-4;30;18/05/2026;Lunes;15:30;17:10;Bloqueado;30;30
B2-4;30;18/05/2026;Lunes;17:10;18:50;Bloqueado;30;30
B2-4;30;18/05/2026;Lunes;18:50;20:30;Disponible;30;0
B2-4;30;18/05/2026;Lunes;20:30;22:10;Disponible;30;0
B2-4;30;19/05/2026;Martes;08:00;09:40;Bloqueado;30;30
B2-4;30;19/05/2026;Martes;09:40;11:20;Bloqueado;30;30
B2-4;30;19/05/2026;Martes;11:20;13:00;Bloqueado;30;30
B2-4;30;19/05/2026;Martes;13:00;13:50;Bloqueado;30;30
B2-4;30;19/05/2026;Martes;13:50;15:30;Bloqueado;30;30
B2-4;30;19/05/2026;Martes;15:30;17:10;Bloqueado;30;30
B2-4;30;19/05/2026;Martes;17:10;18:50;Bloqueado;30;30
B2-4;30;19/05/2026;Martes;18:50;20:30;Bloqueado;30;30
B2-4;30;19/05/2026;Martes;20:30;22:10;Bloqueado;30;30
B2-4;30;20/05/2026;Miercoles;08:00;09:40;Bloqueado;30;30
B2-4;30;20/05/2026;Miercoles;09:40;11:20;Bloqueado;30;30
B2-4;30;20/05/2026;Miercoles;11:20;13:00;Disponible;30;0
B2-4;30;20/05/2026;Miercoles;13:00;13:50;Bloqueado;30;30
B2-4;30;20/05/2026;Miercoles;13:50;15:30;Bloqueado;30;30
B2-4;30;20/05/2026;Miercoles;15:30;17:10;Bloqueado;30;30
B2-4;30;20/05/2026;Miercoles;17:10;18:50;Disponible;30;0
B2-4;30;20/05/2026;Miercoles;18:50;20:30;Disponible;30;0
B2-4;30;20/05/2026;Miercoles;20:30;22:10;Disponible;30;0
B2-4;30;21/05/2026;Jueves;08:00;09:40;Bloqueado;30;30
B2-4;30;21/05/2026;Jueves;09:40;11:20;Disponible;30;0
B2-4;30;21/05/2026;Jueves;11:20;13:00;Disponible;30;0
B2-4;30;21/05/2026;Jueves;13:00;13:50;Bloqueado;30;30
B2-4;30;21/05/2026;Jueves;13:50;15:30;Disponible;30;0
B2-4;30;21/05/2026;Jueves;15:30;17:10;Disponible;30;0
B2-4;30;21/05/2026;Jueves;17:10;18:50;Bloqueado;30;30
B2-4;30;21/05/2026;Jueves;18:50;20:30;Bloqueado;30;30
B2-4;30;21/05/2026;Jueves;20:30;22:10;Bloqueado;30;30
B2-4;30;22/05/2026;Viernes;08:00;09:40;Bloqueado;30;30
B2-4;30;22/05/2026;Viernes;09:40;11:20;Bloqueado;30;30
B2-4;30;22/05/2026;Viernes;11:20;13:00;Disponible;30;0
B2-4;30;22/05/2026;Viernes;13:00;13:50;Bloqueado;30;30
B2-4;30;22/05/2026;Viernes;13:50;15:30;Disponible;30;0
B2-4;30;22/05/2026;Viernes;15:30;17:10;Disponible;30;0
B2-4;30;22/05/2026;Viernes;17:10;18:50;Bloqueado;30;30
B2-4;30;22/05/2026;Viernes;18:50;20:30;Bloqueado;30;30
B2-4;30;22/05/2026;Viernes;20:30;22:10;Bloqueado;30;30
B2-4;30;23/05/2026;Sabado;08:00;09:40;Bloqueado;30;30
B2-4;30;23/05/2026;Sabado;09:40;11:20;Bloqueado;30;30
B2-4;30;23/05/2026;Sabado;11:20;13:00;Bloqueado;30;30
B2-4;30;23/05/2026;Sabado;13:00;13:50;Bloqueado;30;30
B2-4;30;23/05/2026;Sabado;13:50;15:30;Bloqueado;30;30
B2-4;30;23/05/2026;Sabado;15:30;17:10;Bloqueado;30;30
B2-4;30;23/05/2026;Sabado;17:10;18:50;Bloqueado;30;30
B2-4;30;23/05/2026;Sabado;18:50;20:30;Disponible;30;0
B2-4;30;23/05/2026;Sabado;20:30;22:10;Disponible;30;0
B1-4;20;18/05/2026;Lunes;08:00;09:40;Disponible;20;0
B1-4;20;18/05/2026;Lunes;09:40;11:20;Disponible;20;0
B1-4;20;18/05/2026;Lunes;11:20;13:00;Disponible;20;0
B1-4;20;18/05/2026;Lunes;13:00;13:50;Bloqueado;20;20
B1-4;20;18/05/2026;Lunes;13:50;15:30;Disponible;20;0
B1-4;20;18/05/2026;Lunes;15:30;17:10;Disponible;20;0
B1-4;20;18/05/2026;Lunes;17:10;18:50;Disponible;20;0
B1-4;20;18/05/2026;Lunes;18:50;20:30;Disponible;20;0
B1-4;20;18/05/2026;Lunes;20:30;22:10;Disponible;20;0
B1-4;20;19/05/2026;Martes;08:00;09:40;Bloqueado;20;20
B1-4;20;19/05/2026;Martes;09:40;11:20;Bloqueado;20;20
B1-4;20;19/05/2026;Martes;11:20;13:00;Bloqueado;20;20
B1-4;20;19/05/2026;Martes;13:00;13:50;Bloqueado;20;20
B1-4;20;19/05/2026;Martes;13:50;15:30;Disponible;20;0
B1-4;20;19/05/2026;Martes;15:30;17:10;Disponible;20;0
B1-4;20;19/05/2026;Martes;17:10;18:50;Disponible;20;0
B1-4;20;19/05/2026;Martes;18:50;20:30;Disponible;20;0
B1-4;20;19/05/2026;Martes;20:30;22:10;Disponible;20;0
B1-4;20;20/05/2026;Miercoles;08:00;09:40;Disponible;20;0
B1-4;20;20/05/2026;Miercoles;09:40;11:20;Disponible;20;0
B1-4;20;20/05/2026;Miercoles;11:20;13:00;Disponible;20;0
B1-4;20;20/05/2026;Miercoles;13:00;13:50;Bloqueado;20;20
B1-4;20;20/05/2026;Miercoles;13:50;15:30;Disponible;20;0
B1-4;20;20/05/2026;Miercoles;15:30;17:10;Disponible;20;0
B1-4;20;20/05/2026;Miercoles;17:10;18:50;Disponible;20;0
B1-4;20;20/05/2026;Miercoles;18:50;20:30;Disponible;20;0
B1-4;20;20/05/2026;Miercoles;20:30;22:10;Disponible;20;0
B1-4;20;21/05/2026;Jueves;08:00;09:40;Bloqueado;20;20
B1-4;20;21/05/2026;Jueves;09:40;11:20;Bloqueado;20;20
B1-4;20;21/05/2026;Jueves;11:20;13:00;Bloqueado;20;20
B1-4;20;21/05/2026;Jueves;13:00;13:50;Bloqueado;20;20
B1-4;20;21/05/2026;Jueves;13:50;15:30;Disponible;20;0
B1-4;20;21/05/2026;Jueves;15:30;17:10;Disponible;20;0
B1-4;20;21/05/2026;Jueves;17:10;18:50;Disponible;20;0
B1-4;20;21/05/2026;Jueves;18:50;20:30;Disponible;20;0
B1-4;20;21/05/2026;Jueves;20:30;22:10;Disponible;20;0
B1-4;20;22/05/2026;Viernes;08:00;09:40;Disponible;20;0
B1-4;20;22/05/2026;Viernes;09:40;11:20;Disponible;20;0
B1-4;20;22/05/2026;Viernes;11:20;13:00;Disponible;20;0
B1-4;20;22/05/2026;Viernes;13:00;13:50;Bloqueado;20;20
B1-4;20;22/05/2026;Viernes;13:50;15:30;Disponible;20;0
B1-4;20;22/05/2026;Viernes;15:30;17:10;Disponible;20;0
B1-4;20;22/05/2026;Viernes;17:10;18:50;Disponible;20;0
B1-4;20;22/05/2026;Viernes;18:50;20:30;Disponible;20;0
B1-4;20;22/05/2026;Viernes;20:30;22:10;Disponible;20;0
B1-4;20;23/05/2026;Sabado;08:00;09:40;Disponible;20;0
B1-4;20;23/05/2026;Sabado;09:40;11:20;Disponible;20;0
B1-4;20;23/05/2026;Sabado;11:20;13:00;Disponible;20;0
B1-4;20;23/05/2026;Sabado;13:00;13:50;Bloqueado;20;20
B1-4;20;23/05/2026;Sabado;13:50;15:30;Disponible;20;0
B1-4;20;23/05/2026;Sabado;15:30;17:10;Disponible;20;0
B1-4;20;23/05/2026;Sabado;17:10;18:50;Disponible;20;0
B1-4;20;23/05/2026;Sabado;18:50;20:30;Disponible;20;0
B1-4;20;23/05/2026;Sabado;20:30;22:10;Disponible;20;0
C2-3;20;18/05/2026;Lunes;08:00;09:40;Disponible;20;0
C2-3;20;18/05/2026;Lunes;09:40;11:20;Bloqueado;20;20
C2-3;20;18/05/2026;Lunes;11:20;13:00;Bloqueado;20;20
C2-3;20;18/05/2026;Lunes;13:00;13:50;Bloqueado;20;20
C2-3;20;18/05/2026;Lunes;13:50;15:30;Disponible;20;0
C2-3;20;18/05/2026;Lunes;15:30;17:10;Disponible;20;0
C2-3;20;18/05/2026;Lunes;17:10;18:50;Disponible;20;0
C2-3;20;18/05/2026;Lunes;18:50;20:30;Disponible;20;0
C2-3;20;18/05/2026;Lunes;20:30;22:10;Disponible;20;0
C2-3;20;19/05/2026;Martes;08:00;09:40;Disponible;20;0
C2-3;20;19/05/2026;Martes;09:40;11:20;Disponible;20;0
C2-3;20;19/05/2026;Martes;11:20;13:00;Disponible;20;0
C2-3;20;19/05/2026;Martes;13:00;13:50;Bloqueado;20;20
C2-3;20;19/05/2026;Martes;13:50;15:30;Bloqueado;20;20
C2-3;20;19/05/2026;Martes;15:30;17:10;Bloqueado;20;20
C2-3;20;19/05/2026;Martes;17:10;18:50;Disponible;20;0
C2-3;20;19/05/2026;Martes;18:50;20:30;Disponible;20;0
C2-3;20;19/05/2026;Martes;20:30;22:10;Disponible;20;0
C2-3;20;20/05/2026;Miercoles;08:00;09:40;Disponible;20;0
C2-3;20;20/05/2026;Miercoles;09:40;11:20;Bloqueado;20;20
C2-3;20;20/05/2026;Miercoles;11:20;13:00;Bloqueado;20;20
C2-3;20;20/05/2026;Miercoles;13:00;13:50;Bloqueado;20;20
C2-3;20;20/05/2026;Miercoles;13:50;15:30;Bloqueado;20;20
C2-3;20;20/05/2026;Miercoles;15:30;17:10;Bloqueado;20;20
C2-3;20;20/05/2026;Miercoles;17:10;18:50;Disponible;20;0
C2-3;20;20/05/2026;Miercoles;18:50;20:30;Disponible;20;0
C2-3;20;20/05/2026;Miercoles;20:30;22:10;Disponible;20;0
C2-3;20;21/05/2026;Jueves;08:00;09:40;Disponible;20;0
C2-3;20;21/05/2026;Jueves;09:40;11:20;Bloqueado;20;20
C2-3;20;21/05/2026;Jueves;11:20;13:00;Bloqueado;20;20
C2-3;20;21/05/2026;Jueves;13:00;13:50;Bloqueado;20;20
